1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofStyle,SaleCondition,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YrSold,Num_Bathrooms,ExtStructSF,HouseSF,YearRemodAgg
860,860,0,None,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,860.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,565.0,2.0,5,2,5,Attchd,2004.0,1720,1,0,2Story,1,2,Lvl,0,11645,Corner,89.0,0,0,60,RL,0.0,None,None,0,8,CollgCr,70,4,6,2,0,3,Gable,Normal,0,7,860.0,0,2006,2.5,70,3145.0,2004.0
1426,1519,0,None,3,1Fam,4,1,0.0,0.0,6,6,0.0,0.0,0,1410.0,Y,Norm,4,37,4,0,VinylSd,VinylSd,4,2,1,PConc,3,6,641.0,3.0,5,0,5,BuiltIn,2006.0,2945,1,0,2Story,1,2,HLS,0,13682,CulDSac,66.0,1,0,60,RL,1031.0,BrkFace,None,0,10,StoneBr,0,4,9,2,0,3,Hip,Partial,0,10,1410.0,192,2006,3.5,229,4996.0,2006.0
780,0,0,None,2,1Fam,4,0,632.0,0.0,0,6,0.0,0.0,4,148.0,Y,Norm,4,0,4,3,HdBoard,HdBoard,2,3,0,CBlock,1,6,352.0,1.0,5,3,5,Detchd,1973.0,780,0,0,1Story,1,3,Bnk,0,7200,Inside,60.0,3,0,20,RL,0.0,None,None,0,1,CollgCr,0,6,4,2,0,3,Gable,Normal,0,4,780.0,196,2008,1.0,196,1912.0,1972.0
1158,0,0,None,3,1Fam,4,3,941.0,0.0,0,6,1.0,0.0,2,217.0,Y,RRAe,4,0,4,3,VinylSd,VinylSd,4,3,0,PConc,1,6,576.0,2.0,5,3,5,Detchd,2006.0,1158,1,0,1Story,1,2,Lvl,0,13072,Inside,63.0,3,0,20,RL,0.0,None,None,0,5,SawyerW,50,4,5,2,0,3,Gable,Partial,0,5,1158.0,0,2006,2.5,50,2892.0,2004.0
581,530,0,None,3,1Fam,0,3,0.0,0.0,6,6,0.0,0.0,4,530.0,N,Norm,4,144,4,3,MetalSd,MetalSd,4,3,0,BrkTil,1,6,288.0,1.0,5,3,5,Detchd,1935.0,1111,0,4,2.5Unf,1,1,Lvl,0,7200,Inside,60.0,3,0,75,RM,0.0,None,None,0,3,IDOTRR,0,6,4,0,0,3,Gable,Normal,0,6,530.0,0,2007,1.0,144,1929.0,1958.0
1370,0,0,None,2,TwnhsE,1,2,24.0,0.0,2,6,0.0,0.0,2,1346.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,484.0,2.0,5,2,5,Attchd,2006.0,1370,0,0,1Story,1,2,Lvl,0,6442,Inside,44.0,0,0,120,RL,178.0,Stone,None,0,10,NridgHt,49,4,7,2,0,3,Gable,Normal,0,6,1370.0,120,2007,2.0,169,3224.0,2006.0
902,808,0,None,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,576.0,Y,RRAn,4,64,4,3,Stucco,Stucco,0,3,0,BrkTil,2,6,480.0,2.0,5,3,5,Detchd,1990.0,1710,0,2,2Story,1,3,Bnk,0,10300,Inside,50.0,0,0,70,RM,0.0,None,None,0,4,OldTown,11,5,6,2,0,3,Gable,Normal,0,9,576.0,12,2010,2.0,87,2766.0,1935.5
1057,977,0,None,3,1Fam,4,3,739.0,0.0,2,6,1.0,0.0,2,318.0,Y,Norm,4,0,4,3,VinylSd,VinylSd,0,3,0,PConc,2,6,645.0,2.0,5,2,5,Attchd,1998.0,2034,1,0,2Story,1,2,Lvl,0,9375,Inside,68.0,3,0,60,RL,573.0,BrkFace,None,0,2,CollgCr,36,4,6,2,0,3,Gable,Normal,0,8,1057.0,576,2009,3.5,612,3736.0,1997.5
1143,1330,0,None,4,1Fam,4,0,0.0,0.0,6,6,0.0,0.0,0,1143.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,852.0,3.0,5,2,5,BuiltIn,2004.0,2473,1,0,2Story,1,2,Lvl,0,9591,Inside,76.0,3,0,60,RL,344.0,BrkFace,None,0,10,NridgHt,151,4,7,2,0,3,Gable,Normal,0,9,1143.0,192,2007,2.5,343,4468.0,2004.5
2207,0,0,None,3,1Fam,4,1,912.0,0.0,2,6,1.0,0.0,2,1035.0,Y,PosA,4,0,4,3,Plywood,Plywood,4,2,1,CBlock,2,2,576.0,2.0,5,2,5,Attchd,1970.0,2207,0,4,1Story,1,3,Lvl,0,19900,Inside,68.0,3,0,20,RL,287.0,BrkFace,None,0,7,NAmes,0,4,6,2,0,3,Gable,Normal,0,7,1947.0,301,2010,3.0,301,4730.0,1979.5
1479,0,0,None,3,1Fam,4,0,1013.0,0.0,2,6,1.0,0.0,2,440.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,558.0,2.0,5,2,5,Attchd,2003.0,1479,0,0,1Story,1,2,Lvl,0,10665,Inside,72.0,0,0,20,RL,167.0,BrkFace,None,0,6,CollgCr,29,4,6,2,0,3,Gable,Normal,0,7,1453.0,144,2007,3.0,173,3490.0,2003.0
747,0,0,None,2,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,747.0,Y,Artery,4,0,2,3,MetalSd,MetalSd,4,3,0,CBlock,1,6,220.0,1.0,5,3,5,Attchd,1945.0,747,0,4,1Story,1,3,Lvl,0,4608,Corner,47.0,3,0,30,RM,0.0,None,None,0,6,OldTown,0,5,3,2,0,3,Gable,Normal,0,4,747.0,0,2010,1.0,0,1714.0,1947.5
1304,983,0,None,3,1Fam,4,3,603.0,0.0,1,6,0.0,0.0,4,701.0,Y,Norm,4,114,4,2,BrkFace,AsbShng,4,5,1,CBlock,2,6,667.0,2.0,5,0,5,Attchd,1953.0,2287,0,4,1.5Fin,1,3,Lvl,0,15593,Corner,81.0,3,0,50,RL,0.0,None,None,0,7,ClearCr,21,3,6,2,0,3,Gable,Normal,0,7,1304.0,0,2006,2.0,135,4258.0,1953.0
2223,0,0,None,3,1Fam,4,1,1880.0,0.0,0,6,1.0,0.0,2,343.0,Y,Norm,4,0,2,3,Plywood,Plywood,4,2,2,CBlock,2,6,516.0,2.0,5,0,5,Attchd,1973.0,2223,0,0,1Story,1,3,Lvl,0,13651,Inside,95.0,0,0,20,RL,1115.0,BrkFace,None,0,2,NAmes,0,5,6,2,0,3,Gable,Normal,0,8,2223.0,300,2007,3.0,300,4962.0,1973.0
845,0,0,None,2,1Fam,4,3,565.0,0.0,0,6,1.0,0.0,4,280.0,Y,Norm,4,0,4,3,HdBoard,Plywood,4,3,0,CBlock,1,6,360.0,2.0,5,3,5,Detchd,1987.0,845,0,4,1Story,1,3,Lvl,0,7599,Corner,69.0,3,0,20,RL,0.0,None,None,0,6,Mitchel,0,5,3,2,0,3,Gable,Normal,0,4,845.0,0,2007,2.0,0,2050.0,1994.0
885,833,0,None,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,832.0,Y,Norm,4,0,4,3,VinylSd,VinylSd,4,5,1,PConc,2,6,427.0,2.0,5,0,5,Attchd,1998.0,1718,1,2,2Story,1,3,Lvl,0,10141,Corner,74.0,0,0,60,RL,40.0,BrkFace,None,0,12,Gilbert,94,4,6,2,0,3,Gable,Normal,291,7,832.0,0,2009,2.5,385,2977.0,1998.0
1086,0,0,None,3,1Fam,4,3,320.0,362.0,0,1,1.0,0.0,4,404.0,Y,Norm,4,0,4,3,Wd Sdng,Wd Sdng,1,3,0,CBlock,1,6,490.0,2.0,5,3,5,Attchd,1989.0,1086,0,2,1Story,1,3,Lvl,0,10200,Inside,85.0,3,0,20,RL,104.0,BrkFace,None,0,5,NAmes,0,6,4,2,0,3,Gable,Normal,0,6,1086.0,0,2010,2.0,0,2662.0,1978.5
840,765,0,None,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,1,840.0,N,Norm,4,202,2,2,VinylSd,VinylSd,4,3,0,CBlock,2,6,379.0,1.0,5,3,5,Detchd,1915.0,1605,0,2,2Story,2,3,Lvl,0,5790,Corner,60.0,3,0,50,RM,0.0,None,None,0,5,OldTown,0,5,2,2,0,3,Gambrel,Normal,0,8,840.0,0,2010,2.0,202,2824.0,1932.5
526,462,0,None,2,Twnhs,4,1,462.0,0.0,2,6,1.0,0.0,2,0.0,Y,Norm,4,0,4,3,CemntBd,CmentBd,1,3,0,CBlock,1,6,297.0,1.0,5,3,5,BuiltIn,1973.0,988,0,4,SLvl,1,3,Lvl,0,1596,Inside,21.0,3,0,180,RM,0.0,None,None,0,11,MeadowV,101,4,3,2,0,3,Gable,Normal,0,5,462.0,120,2009,2.0,221,1747.0,1973.0
952,0,0,None,2,1Fam,4,3,228.0,0.0,0,6,0.0,0.0,4,724.0,Y,Norm,0,0,4,3,VinylSd,VinylSd,4,3,0,CBlock,1,6,283.0,1.0,5,3,5,Detchd,1956.0,952,0,0,1Story,1,3,Lvl,0,8475,Inside,68.0,0,0,20,RL,0.0,None,None,0,4,NAmes,0,6,3,2,0,3,Gable,Normal,0,4,952.0,0,2008,1.0,0,2187.0,1956.0
1072,213,0,None,2,1Fam,4,3,336.0,41.0,1,2,1.0,0.0,4,295.0,Y,Norm,4,0,4,3,Wd Sdng,Wd Sdng,2,3,0,CBlock,1,2,240.0,1.0,5,3,5,Detchd,1948.0,1285,0,4,1.5Fin,1,3,Lvl,0,8635,Inside,50.0,3,0,50,RM,0.0,None,None,0,1,BrkSide,0,4,4,2,0,3,Gable,Normal,0,6,672.0,0,2008,2.0,0,2197.0,1974.5
1768,0,0,None,4,Duplex,4,3,0.0,0.0,6,6,0.0,0.0,4,1768.0,N,Norm,4,0,4,3,HdBoard,HdBoard,4,3,0,CBlock,2,6,0.0,0.0,3,1,3,None,0.0,1768,0,4,1Story,2,3,Lvl,0,10778,Inside,72.0,3,0,90,RL,0.0,None,None,0,4,Sawyer,0,4,3,2,0,3,Hip,Normal,0,8,1768.0,0,2010,2.0,0,3536.0,1968.0
682,548,0,Grvl,2,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,440.0,Y,Norm,4,128,4,3,Wd Sdng,Wd Sdng,2,3,0,PConc,1,6,440.0,2.0,5,3,5,Detchd,1966.0,1230,1,2,2Story,1,3,Lvl,0,10440,Corner,60.0,3,0,50,RM,0.0,None,None,0,5,OldTown,0,5,4,2,0,3,Gable,Normal,0,5,440.0,74,2009,1.5,202,2110.0,1945.5
1182,960,0,None,4,1Fam,4,3,448.0,0.0,5,6,0.0,0.0,2,448.0,Y,Norm,4,0,2,3,VinylSd,VinylSd,4,2,1,CBlock,2,6,509.0,1.0,5,0,5,Attchd,1968.0,2142,1,4,2Story,1,2,Lvl,0,13000,Corner,100.0,3,0,60,RL,576.0,BrkFace,None,0,6,NAmes,72,5,5,2,0,3,Gable,Normal,252,8,896.0,0,2009,2.5,324,3547.0,1968.0
1337,0,0,None,2,TwnhsE,1,3,1201.0,0.0,2,6,1.0,0.0,0,36.0,Y,Norm,4,0,2,3,VinylSd,VinylSd,4,3,0,PConc,2,6,405.0,2.0,5,0,5,Attchd,1998.0,1337,0,0,1Story,1,3,Lvl,0,4500,FR2,32.0,3,0,120,RM,443.0,BrkFace,None,0,3,Mitchel,199,4,5,2,0,3,Hip,Normal,0,5,1237.0,0,2006,3.0,199,2979.0,1998.0
1563,0,0,None,3,1Fam,4,3,33.0,0.0,2,6,0.0,0.0,2,1530.0,Y,Norm,4,0,4,3,VinylSd,VinylSd,4,2,1,PConc,2,6,758.0,3.0,5,2,5,Attchd,2007.0,1563,0,0,1Story,1,2,Lvl,0,10206,Inside,78.0,3,0,20,RL,468.0,Stone,None,0,10,Somerst,99,4,7,2,0,3,Gable,Normal,0,6,1563.0,144,2008,2.0,243,3884.0,2007.0
1065,0,0,None,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,1065.0,Y,Norm,4,0,4,3,MetalSd,MetalSd,4,3,0,CBlock,1,6,461.0,2.0,5,3,5,Detchd,1974.0,1065,1,2,1Story,1,3,Lvl,0,8892,Inside,80.0,0,0,20,RL,66.0,BrkCmn,None,0,7,NAmes,0,4,4,2,0,3,Gable,Normal,0,6,1065.0,74,2007,1.5,74,2591.0,1960.0
804,670,0,None,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,384.0,Y,Norm,4,0,4,3,HdBoard,HdBoard,4,5,1,PConc,2,6,400.0,2.0,5,0,5,BuiltIn,1995.0,1474,1,2,SLvl,1,3,Lvl,0,8530,Inside,68.0,0,0,80,RL,22.0,BrkFace,Shed,700,5,Gilbert,72,4,6,2,0,3,Gable,Normal,0,7,384.0,120,2009,2.5,192,2258.0,1995.5
1301,1116,0,None,4,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,1288.0,Y,Norm,4,0,4,2,HdBoard,HdBoard,4,5,1,CBlock,2,6,462.0,2.0,5,3,5,Attchd,1991.0,2417,1,0,2Story,1,2,Lvl,0,16059,Corner,121.0,3,0,60,RL,284.0,BrkFace,None,0,4,NoRidge,82,4,7,2,0,3,Hip,Normal,0,9,1288.0,127,2006,2.5,209,4167.0,1991.5
684,876,0,None,3,1Fam,4,0,0.0,0.0,6,6,0.0,0.0,2,684.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,400.0,2.0,5,0,5,BuiltIn,2005.0,1560,1,0,2Story,1,2,Lvl,0,11911,Inside,122.0,1,0,60,RL,0.0,None,None,0,3,Gilbert,38,4,5,2,0,3,Gable,Normal,0,6,684.0,100,2009,2.5,138,2644.0,2005.0
612,612,0,Pave,2,TwnhsE,4,0,0.0,0.0,6,6,0.0,0.0,2,612.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,528.0,2.0,5,2,5,Detchd,2009.0,1224,1,0,2Story,1,2,Lvl,0,3951,Corner,40.0,3,0,160,FV,76.0,Stone,None,0,6,Somerst,234,4,5,2,0,3,Gable,Partial,0,4,612.0,0,2009,2.5,234,2364.0,2009.0
1013,0,0,None,2,1Fam,0,3,0.0,0.0,6,6,0.0,0.0,4,1013.0,N,Feedr,4,156,1,1,Plywood,Plywood,2,3,0,CBlock,1,6,0.0,0.0,3,1,3,None,0.0,1526,0,4,1.5Fin,1,1,Lvl,0,8470,Corner,105.0,0,513,50,C (all),0.0,None,None,0,10,IDOTRR,0,1,2,0,0,3,Hip,Abnorml,0,6,1013.0,0,2009,1.0,156,2539.0,1948.5
990,0,0,None,3,1Fam,4,3,588.0,0.0,2,6,1.0,0.0,2,402.0,Y,Norm,4,0,4,3,VinylSd,VinylSd,4,3,0,PConc,1,6,0.0,0.0,3,1,3,None,0.0,990,0,0,1Story,1,3,Lvl,0,8070,Inside,60.0,3,0,20,RL,0.0,None,None,0,8,CollgCr,0,4,3,2,0,3,Gable,Normal,0,5,990.0,0,2007,2.0,0,1980.0,1994.5
1040,0,0,None,2,1Fam,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,Y,Norm,0,0,4,3,BrkFace,Wd Sdng,4,3,0,Slab,1,6,420.0,2.0,5,3,5,Detchd,1950.0,1040,0,4,1Story,1,3,Lvl,0,7200,Inside,60.0,3,0,20,RL,0.0,None,None,0,7,NAmes,29,4,3,2,0,3,Gable,Normal,0,4,0.0,0,2006,1.0,29,1460.0,1950.0
1235,0,0,None,2,1Fam,4,3,600.0,0.0,5,6,0.0,0.0,4,635.0,Y,Norm,4,0,4,3,HdBoard,HdBoard,1,3,0,CBlock,1,6,480.0,2.0,5,3,5,Attchd,1961.0,1235,0,4,1Story,1,3,Lvl,0,8500,Inside,85.0,3,0,20,RL,203.0,BrkCmn,None,0,12,NAmes,0,2,4,2,0,3,Hip,Abnorml,0,6,1235.0,0,2006,1.0,0,2950.0,1961.0
964,0,0,Grvl,2,1Fam,4,3,713.0,0.0,0,6,1.0,0.0,2,163.0,Y,Norm,4,44,2,3,Wd Sdng,Wd Sdng,4,3,0,BrkTil,1,6,432.0,2.0,5,3,5,Detchd,1921.0,964,0,0,1Story,1,3,HLS,0,13360,Inside,80.0,0,0,30,RL,0.0,None,None,0,8,Crawfor,0,6,4,2,0,3,Gable,Normal,0,5,876.0,0,2009,2.0,44,2272.0,1963.5
1260,1031,0,None,4,2fmCon,0,2,1046.0,0.0,5,6,0.0,1.0,4,168.0,N,Norm,4,0,4,3,MetalSd,MetalSd,4,2,1,BrkTil,2,6,506.0,2.0,5,3,5,Detchd,1900.0,2291,0,0,2.5Unf,2,3,Lvl,0,7200,Corner,60.0,3,0,190,C (all),0.0,None,None,0,11,OldTown,0,5,5,2,0,3,Hip,Normal,99,9,1214.0,0,2007,2.5,99,4011.0,1954.0
905,881,0,None,3,1Fam,4,3,648.0,0.0,2,6,1.0,0.0,2,176.0,Y,Norm,4,0,2,3,VinylSd,VinylSd,4,3,0,PConc,2,6,684.0,2.0,5,2,5,Attchd,1997.0,1786,1,0,2Story,1,2,Lvl,0,9337,Inside,69.0,0,0,60,RL,0.0,None,None,0,5,CollgCr,162,4,5,2,0,3,Gable,Normal,0,7,824.0,0,2007,3.5,162,3294.0,1997.0
680,790,0,None,3,1Fam,1,3,310.0,0.0,0,6,0.0,0.0,2,370.0,Y,Norm,4,0,2,0,VinylSd,VinylSd,4,5,1,PConc,2,6,420.0,2.0,5,0,5,BuiltIn,1993.0,1470,1,2,2Story,1,3,Lvl,0,9765,Corner,68.0,1,0,60,RL,68.0,BrkFace,Shed,480,4,Gilbert,63,7,5,2,0,3,Gable,Normal,0,6,680.0,232,2009,2.5,295,2570.0,1993.0
1588,0,0,None,3,1Fam,4,0,1162.0,0.0,0,6,0.0,0.0,2,426.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,3,0,PConc,2,6,472.0,2.0,5,2,5,Attchd,1999.0,1588,0,0,1Story,1,2,Lvl,0,10264,Inside,78.0,0,0,20,RL,183.0,BrkFace,None,0,8,CollgCr,29,4,6,2,0,3,Gable,Normal,0,6,1588.0,158,2006,2.0,187,3648.0,1999.0
960,0,0,None,3,1Fam,4,3,520.0,0.0,5,6,1.0,0.0,4,440.0,Y,Norm,1,0,4,3,HdBoard,HdBoard,4,3,0,CBlock,1,6,432.0,1.0,5,0,5,Attchd,1965.0,960,0,4,1Story,1,3,HLS,0,10921,Inside,73.0,3,0,20,RL,48.0,BrkFace,None,0,5,Edwards,0,4,3,1,0,3,Hip,Normal,0,6,960.0,120,2007,2.0,120,2352.0,1965.0
835,0,0,None,2,1Fam,4,3,108.0,0.0,0,6,0.0,0.0,4,350.0,N,Norm,4,77,4,3,Wd Sdng,Wd Sdng,4,3,0,BrkTil,1,6,366.0,1.0,5,3,1,Basment,1920.0,835,0,1,1Story,1,3,Lvl,0,10625,Corner,85.0,3,0,30,RL,0.0,None,Shed,400,5,Edwards,0,4,4,2,0,3,Gable,Abnorml,0,5,458.0,0,2010,1.0,77,1659.0,1935.0
1225,0,0,None,3,1Fam,4,3,569.0,0.0,0,6,1.0,0.0,4,381.0,Y,Norm,4,0,4,3,Plywood,Plywood,4,3,0,CBlock,1,6,0.0,0.0,3,1,3,None,0.0,1225,1,1,1Story,1,3,Lvl,0,9320,Inside,77.0,0,0,20,RL,0.0,None,Shed,400,1,NAmes,0,4,3,2,0,3,Gable,Normal,0,6,950.0,352,2010,2.5,352,2175.0,1959.0
1610,0,0,None,3,1Fam,4,2,1200.0,0.0,0,6,1.0,0.0,4,410.0,Y,Norm,4,0,4,3,Plywood,Plywood,4,5,2,PConc,2,6,480.0,2.0,5,2,5,Attchd,1977.0,1610,0,2,1Story,1,2,Lvl,0,10603,Inside,68.0,0,0,20,RL,28.0,BrkFace,None,0,2,NWAmes,68,6,5,2,0,3,Gable,Normal,0,6,1610.0,168,2010,3.0,236,3700.0,1989.0
977,755,0,None,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,741.0,Y,Norm,4,0,4,2,HdBoard,HdBoard,4,5,1,CBlock,2,6,476.0,2.0,5,0,5,Attchd,1985.0,1732,1,4,2Story,1,2,Lvl,0,9206,Inside,77.0,3,0,60,RL,336.0,BrkFace,None,0,6,SawyerW,46,4,5,2,0,3,Gable,Normal,0,7,741.0,192,2010,2.5,238,2949.0,1985.0
1535,0,0,None,4,Duplex,2,4,0.0,0.0,4,4,0.0,0.0,3,0.0,Y,Norm,4,0,1,3,HdBoard,HdBoard,4,3,0,Slab,2,6,410.0,2.0,5,3,5,Attchd,1979.0,1535,0,4,1Story,2,3,Bnk,0,7018,Inside,64.0,3,0,90,RL,0.0,None,None,0,6,SawyerW,0,4,4,2,0,3,Gable,Alloca,0,8,0.0,0,2009,2.0,0,1945.0,1979.0
1226,0,0,None,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,2,1226.0,Y,Norm,4,0,4,3,VinylSd,VinylSd,4,3,0,PConc,2,6,740.0,3.0,5,2,5,Attchd,2009.0,1226,0,0,1Story,1,2,Lvl,0,10402,Corner,94.0,0,0,20,RL,0.0,None,None,0,5,CollgCr,36,4,6,2,0,3,Gable,Normal,0,6,1226.0,0,2010,2.0,36,3192.0,2009.0
1226,592,0,None,4,1Fam,4,3,224.0,0.0,3,6,0.0,0.0,4,816.0,Y,Norm,1,0,1,3,Stucco,Stucco,4,5,2,PConc,1,6,240.0,1.0,5,3,5,Detchd,1951.0,1818,1,0,1.5Fin,1,3,Lvl,0,7758,Corner,68.0,3,0,50,RM,600.0,BrkFace,None,0,6,IDOTRR,0,3,6,2,0,3,Gable,Normal,184,7,1040.0,0,2007,1.5,184,3098.0,1940.5
1053,939,0,None,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,0,1053.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,648.0,2.0,5,2,5,Attchd,2003.0,1992,1,0,2Story,1,2,Lvl,0,9375,Inside,75.0,3,0,60,FV,768.0,BrkFace,None,0,8,Somerst,45,4,7,2,0,3,Hip,Normal,0,9,1053.0,140,2008,2.5,185,3693.0,2003.5
1047,0,0,Grvl,2,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,1,641.0,Y,Norm,4,0,4,3,VinylSd,VinylSd,4,3,0,BrkTil,1,6,273.0,1.0,1,3,1,Detchd,1954.0,1047,0,2,1Story,1,3,Lvl,0,10800,Inside,60.0,3,0,30,RM,0.0,None,Shed,450,8,OldTown,0,6,3,0,0,3,Mansard,Normal,0,6,641.0,0,2007,1.0,0,1961.0,1940.0
789,0,0,None,2,1Fam,4,3,104.0,169.0,0,1,0.0,0.0,4,516.0,Y,Norm,4,0,4,3,VinylSd,VinylSd,4,3,0,CBlock,1,6,250.0,1.0,5,3,5,Detchd,1948.0,789,0,0,1Story,1,3,Lvl,0,6000,Inside,50.0,3,0,20,RM,0.0,None,None,0,4,OldTown,0,4,4,2,0,3,Gable,Partial,0,5,789.0,0,2008,1.0,0,1828.0,1949.0
997,520,0,None,3,1Fam,4,3,0.0,0.0,6,6,0.0,0.0,4,793.0,N,Artery,1,144,4,3,CemntBd,CmentBd,4,3,0,CBlock,2,6,0.0,0.0,3,1,3,None,0.0,1517,0,4,1.5Fin,1,1,Lvl,0,8500,Corner,85.0,3,0,50,RM,0.0,None,None,0,8,IDOTRR,0,6,4,0,0,3,Gable,Normal,0,7,793.0,0,2007,2.0,144,2310.0,1962.0
1844,0,0,None,3,1Fam,4,3,705.0,0.0,1,6,0.0,0.0,2,1139.0,Y,Norm,4,0,4,3,Plywood,Plywood,2,5,1,CBlock,2,6,546.0,2.0,5,2,5,Attchd,1977.0,1844,0,0,1Story,1,3,Lvl,0,11751,Inside,105.0,0,0,20,RL,480.0,BrkFace,None,0,1,NWAmes,122,5,5,2,0,3,Hip,Normal,0,7,1844.0,0,2010,2.0,122,4234.0,1977.0
1216,639,0,None,4,1Fam,0,3,444.0,0.0,5,6,0.0,0.0,4,550.0,Y,Norm,4,0,4,3,Wd Sdng,Wd Sdng,4,3,0,CBlock,2,6,325.0,1.0,5,3,5,Attchd,1954.0,1855,0,2,1.5Fin,1,3,Lvl,0,9525,Inside,75.0,3,0,50,RL,0.0,None,None,0,10,Edwards,0,3,5,2,0,3,Gable,Normal,0,7,994.0,182,2006,2.0,182,3174.0,1963.0
774,656,0,None,3,1Fam,4,3,250.0,0.0,2,6,0.0,0.0,2,134.0,Y,Norm,4,0,4,3,VinylSd,VinylSd,4,5,1,PConc,2,6,400.0,2.0,5,0,5,BuiltIn,2000.0,1430,1,0,SLvl,1,3,Lvl,0,7750,Inside,68.0,0,0,80,RL,0.0,None,None,0,4,Gilbert,0,4,6,2,0,3,Gable,Normal,0,7,384.0,180,2010,2.5,180,2214.0,2000.0
1282,1414,0,None,4,1Fam,4,0,984.0,0.0,2,6,1.0,0.0,0,280.0,Y,Norm,4,0,4,2,VinylSd,VinylSd,4,2,1,PConc,2,6,792.0,3.0,5,0,5,BuiltIn,2007.0,2696,1,0,2Story,1,0,Lvl,0,9965,Inside,77.0,3,0,60,RL,220.0,Stone,None,0,10,CollgCr,184,4,6,2,0,3,Gable,Partial,168,10,1264.0,120,2007,3.5,472,4752.0,2007.0
2259,0,0,None,3,1Fam,4,2,35.0,869.0,0,5,1.0,0.0,2,905.0,Y,Norm,4,192,2,3,Wd Sdng,Wd Sdng,2,2,2,CBlock,2,6,450.0,2.0,5,3,5,Basment,1953.0,2259,0,4,1Story,1,2,Bnk,0,21000,Corner,68.0,3,0,20,RL,184.0,BrkFace,None,0,10,Crawfor,120,4,5,2,0,3,Hip,Abnorml,0,7,1809.0,166,2007,3.0,478,4518.0,1953.0
1436,884,0,None,3,1Fam,4,3,774.0,150.0,0,3,1.0,0.0,4,104.0,Y,Norm,4,0,4,3,Wd Sdng,Wd Sdng,2,5,1,CBlock,2,6,180.0,1.0,5,3,5,Detchd,1945.0,2320,1,0,2Story,1,2,Lvl,1,7259,Inside,61.0,0,0,70,RL,0.0,None,None,0,7,Crawfor,0,7,5,2,0,3,Gambrel,Normal,0,9,1028.0,224,2007,3.5,224,3528.0,1973.5
729,729,0,Pave,2,TwnhsE,4,3,419.0,0.0,2,6,0.0,0.0,2,310.0,Y,Norm,4,0,4,3,MetalSd,MetalSd,4,1,1,PConc,2,6,440.0,2.0,5,3,5,Detchd,1999.0,1458,1,2,2Story,1,3,Lvl,0,3230,Corner,34.0,3,0,160,FV,1129.0,BrkFace,None,0,6,Somerst,32,4,5,2,0,3,Gable,Normal,0,5,729.0,0,2007,2.5,32,2627.0,1999.0
1092,0,0,None,3,1Fam,4,3,170.0,670.0,3,1,0.0,1.0,4,252.0,Y,Norm,4,144,4,3,Wd Sdng,Wd Sdng,4,4,1,CBlock,1,6,288.0,1.0,5,3,5,Attchd,1962.0,1092,0,4,1Story,1,3,Lvl,0,11616,Inside,68.0,3,0,20,RL,116.0,BrkFace,None,0,9,Sawyer,20,4,4,2,0,3,Gable,Normal,0,6,1092.0,0,2009,1.5,164,2472.0,1962.0
